Date,UBS - HDB Accumulated Oriented Area
2022-01-02,0.0018821689159677078
2022-01-03,0.0018405430762445016
2022-01-04,0.0017927169233712033
2022-01-05,0.0018127157915743828
2022-01-06,0.0017526202187109065
2022-01-07,0.0017129038863254475
2022-01-08,0.001713808778821299
2022-01-09,0.00171471367131715
2022-01-10,0.0017279684803111046
2022-01-11,0.0017129565721359203
2022-01-12,0.001686735851979316
2022-01-13,0.0016856869562969713
2022-01-14,0.0016828117731665358
2022-01-15,0.0016837854976788445
2022-01-16,0.0016847592221911531
2022-01-17,0.0016857329467034618
2022-01-18,0.0017149130098507667
2022-01-19,0.0017431294958378512
2022-01-20,0.0017473699121206628
2022-01-21,0.0017645556904723088
2022-01-22,0.0017653483997222622
2022-01-23,0.001766141108972216
2022-01-24,0.0018309868688741182
2022-01-25,0.0018221432489068322
2022-01-26,0.0018242983601830481
2022-01-27,0.0018594865922297536
2022-01-28,0.0018492639661723367
2022-01-29,0.0018498025979665892
2022-01-30,0.0018503412297608414
2022-01-31,0.001791334433085491
2022-02-01,0.0016365917161650287
2022-02-02,0.001635608651177194
2022-02-03,0.001641308725279168
2022-02-04,0.0016398164951420542
2022-02-05,0.0016404254405447383
2022-02-06,0.0016410343859474229
2022-02-07,0.0016101952119730442
2022-02-08,0.0015810133245549012
2022-02-09,0.0015984767189073943
2022-02-10,0.0015732707814848533
2022-02-11,0.0015883749783901896
2022-02-12,0.001588726121672531
2022-02-13,0.0015890772649548713
2022-02-14,0.0015885610074559253
2022-02-15,0.001608268175145922
2022-02-16,0.0016163989645598612
2022-02-17,0.0016236968606866795
2022-02-18,0.00163142460273455
2022-02-19,0.0016318812035236148
2022-02-20,0.00163233780431268
2022-02-21,0.001632794405101745
2022-02-22,0.0016810509437245333
2022-02-23,0.0017047981258034458
2022-02-24,0.001784890791721815
2022-02-25,0.0017070466685271339
2022-02-26,0.0017076323370539158
2022-02-27,0.0017082180055806983
2022-02-28,0.001807990570436219
2022-03-01,0.0018528479767216865
2022-03-02,0.0018257983210960018
2022-03-03,0.0018784003636791481
2022-03-04,0.0019290347387453778
2022-03-05,0.001929078830007779
2022-03-06,0.0019291229212701775
2022-03-07,0.002044322746019226
2022-03-08,0.002124670238762524
2022-03-09,0.0019807451317081113
2022-03-10,0.002049403238144986
2022-03-11,0.00207055356034732
2022-03-12,0.002070442777787273
2022-03-13,0.0020703319952272265
2022-03-14,0.0019863276312984146
2022-03-15,0.00195015199023938
2022-03-16,0.0019172297407046464
2022-03-17,0.0019131649509609885
2022-03-18,0.0018919468754408858
2022-03-19,0.0018921995310568773
2022-03-20,0.00189245218667287
2022-03-21,0.0019103062382636508
2022-03-22,0.0019023092521279926
2022-03-23,0.001925499238708374
2022-03-24,0.0019241383037865213
2022-03-25,0.0019352270070822773
2022-03-26,0.0019351074239371802
2022-03-27,0.0019349878407920822
2022-03-28,0.0019311585520801842
2022-03-29,0.0019263196414581677
2022-03-30,0.0019279665562609216
2022-03-31,0.0019282707005519044
2022-04-01,0.0019193694508606246
2022-04-02,0.001919482721721055
2022-04-03,0.001919595992581485
2022-04-04,0.001894568278520598
2022-04-05,0.0019706049540702615
2022-04-06,0.0020109070089436207
2022-04-07,0.002016054945958581
2022-04-08,0.0020069426185341833
2022-04-09,0.002007230984218207
2022-04-10,0.0020075193499022323
2022-04-11,0.0020335203641029093
2022-04-12,0.002069246520529791
2022-04-13,0.0020906435707707593
2022-04-14,0.0021105724678720256
2022-04-15,0.002110541924845156
2022-04-16,0.0021105113818182877
2022-04-17,0.002110480838791418
2022-04-18,0.002295129755997855
2022-04-19,0.0023152307694606893
2022-04-20,0.0022729500120107797
2022-04-21,0.002243493985203007
2022-04-22,0.002234444344350358
2022-04-23,0.0022340263554203547
2022-04-24,0.002233608366490354
2022-04-25,0.0021867174059117846
2022-04-26,0.002166109395290305
2022-04-27,0.0021852716428768003
2022-04-28,0.0021790654527236246
2022-04-29,0.0021833452858452344
2022-04-30,0.0021830070523285814
2022-05-01,0.0021826688188119254
2022-05-02,0.002170703243426049
2022-05-03,0.0022024981053799407
2022-05-04,0.002288115015771767
2022-05-05,0.0022798856300420946
2022-05-06,0.0023427296716933147
2022-05-07,0.0023419623415339838
2022-05-08,0.0023411950113746555
2022-05-09,0.0022907200410046064
2022-05-10,0.0021788178569565526
2022-05-11,0.0021654445283128005
2022-05-12,0.0022038498525054294
2022-05-13,0.0022845612079426007
2022-05-14,0.002283902221731517
2022-05-15,0.002283243235520437
2022-05-16,0.002258608617357607
2022-05-17,0.002253750687679012
2022-05-18,0.0022919130551216018
2022-05-19,0.0023605130496378735
2022-05-20,0.0023291152026749607
2022-05-21,0.0023284649847411703
2022-05-22,0.0023278147668073785
2022-05-23,0.002419273672930154
2022-05-24,0.0024476587915692274
2022-05-25,0.0023619303983106205
2022-05-26,0.0023813179640525765
2022-05-27,0.0023389531543213074
2022-05-28,0.0023387366605252123
2022-05-29,0.0023385201667291172
2022-05-30,0.002338303672933021
2022-05-31,0.002363023235903226
2022-06-01,0.0023364541852893446
2022-06-02,0.002342487135800006
2022-06-03,0.0023370711330649224
2022-06-04,0.0023368124174080194
2022-06-05,0.002336553701751117
2022-06-06,0.0023469171191360313
2022-06-07,0.002338527963697993
2022-06-08,0.0022677317265456013
2022-06-09,0.002256724512338412
2022-06-10,0.0023542757946254673
2022-06-11,0.0023539533423758284
2022-06-12,0.002353630890126186
2022-06-13,0.0024163755483219856
2022-06-14,0.0023961411399781064
2022-06-15,0.0024346692541071936
2022-06-16,0.0024319041996453366
2022-06-17,0.0022652261705471623
2022-06-18,0.0022648578085609256
2022-06-19,0.002264489446574692
2022-06-20,0.002264121084588456
2022-06-21,0.0020925780511500385
2022-06-22,0.002141263981101453
2022-06-23,0.0020307131456308108
2022-06-24,0.002047905096720093
2022-06-25,0.002047868861174267
2022-06-26,0.002047832625628438
2022-06-27,0.0021070381268408628
2022-06-28,0.0021813948269570186
2022-06-29,0.002129880967133244
2022-06-30,0.0021528120494461404
2022-07-01,0.002099270703660122
2022-07-02,0.0020990772667122755
2022-07-03,0.002098883829764429
2022-07-04,0.0020986903928165795
2022-07-05,0.002025117502190999
2022-07-06,0.0018889828108542188
2022-07-07,0.0017186954824793717
2022-07-08,0.0017093092024443174
2022-07-09,0.0017096236168698674
2022-07-10,0.0017099380312954222
2022-07-11,0.001730810020204727
2022-07-12,0.001794312629353268
2022-07-13,0.001886477084165172
2022-07-14,0.0018575787661083197
2022-07-15,0.0018193310040144493
2022-07-16,0.0018194913935598287
2022-07-17,0.0018196517831052044
2022-07-18,0.001973437815896017
2022-07-19,0.0019674537038700222
2022-07-20,0.001916355651173466
2022-07-21,0.0019112375433278585
2022-07-22,0.0018785021545020188
2022-07-23,0.0018786009956332787
2022-07-24,0.0018786998367645385
2022-07-25,0.0018628879302523501
2022-07-26,0.001760526825307016
2022-07-27,0.0016708582947238494
2022-07-28,0.0015202286285336429
2022-07-29,0.0014761482634705508
2022-07-30,0.001476739206596182
2022-07-31,0.0014773301497218165
2022-08-01,0.0014579385900230233
2022-08-02,0.0015269742300640082
2022-08-03,0.0014574352881654982
2022-08-04,0.0015069186943919906
2022-08-05,0.001478498183347721
2022-08-06,0.001479093296332167
2022-08-07,0.0014796884093166089
2022-08-08,0.0014657336663397489
2022-08-09,0.0014648397765512924
2022-08-10,0.001323491518348322
2022-08-11,0.0013355126055439165
2022-08-12,0.0012660023132150741
2022-08-13,0.0012667852753649508
2022-08-14,0.001267568237514831
2022-08-15,0.0012970634221159574
2022-08-16,0.0013419235516264156
2022-08-17,0.0013658019109081421
2022-08-18,0.001365149576578724
2022-08-19,0.0014672418342862345
2022-08-20,0.0014678523310646709
2022-08-21,0.0014684628278431033
2022-08-22,0.0015288671495298568
2022-08-23,0.0015240586925925911
2022-08-24,0.0014718779049056876
2022-08-25,0.0014847990033855164
2022-08-26,0.0016091258534381406
2022-08-27,0.0016096220047426624
2022-08-28,0.001610118156047184
2022-08-29,0.0016496104182540626
2022-08-30,0.001599922946212
2022-08-31,0.0016189098914473903
2022-09-01,0.0015423412439455396
2022-09-02,0.00152861402810612
2022-09-03,0.001529234948228902
2022-09-04,0.0015298558683516893
2022-09-05,0.0015304767884744765
2022-09-06,0.0015358600320548262
2022-09-07,0.0014307046075795304
2022-09-08,0.001346374104743654
2022-09-09,0.001339594965896116
2022-09-10,0.0013403047629914405
2022-09-11,0.0013410145600867612
2022-09-12,0.0012837627409379635
2022-09-13,0.001288352900566866
2022-09-14,0.0011400442632925755
2022-09-15,0.0011853358765449272
2022-09-16,0.0013267678818922703
2022-09-17,0.0013275449362802477
2022-09-18,0.0013283219906682258
2022-09-19,0.001252008606678661
2022-09-20,0.001308739774914103
2022-09-21,0.001426750439144324
2022-09-22,0.0016417562400915815
2022-09-23,0.0018052685063986874
2022-09-24,0.0018056680004665054
2022-09-25,0.001806067494534329
2022-09-26,0.0018343725835368004
2022-09-27,0.0019855392892729378
2022-09-28,0.0019750340114308767
2022-09-29,0.0020148859979324755
2022-09-30,0.0018215468835135382
2022-10-01,0.0018219546811170818
2022-10-02,0.001822362478720619
2022-10-03,0.0018618580552138757
2022-10-04,0.0017419256115096082
2022-10-05,0.001761647337258005
2022-10-06,0.0017663043276242812
2022-10-07,0.0019661354717284956
2022-10-08,0.0019664083244563353
2022-10-09,0.001966681177184178
2022-10-10,0.0019191107240102783
2022-10-11,0.0020195470967979655
2022-10-12,0.0019465960917037241
2022-10-13,0.0019434162299095535
2022-10-14,0.0018482655686721213
2022-10-15,0.0018486816557999248
2022-10-16,0.001849097742927722
2022-10-17,0.0016640534501750686
2022-10-18,0.0016553980475521636
2022-10-19,0.0016990562578647972
2022-10-20,0.0017815005143110374
2022-10-21,0.0016713212731989868
2022-10-22,0.0016718460785429567
2022-10-23,0.0016723708838869264
2022-10-24,0.001661313302541358
2022-10-25,0.0016774065831666764
2022-10-26,0.0016386675803425857
2022-10-27,0.001672889787318437
2022-10-28,0.0016381488954006185
2022-10-29,0.001638612790164172
2022-10-30,0.0016390766849277297
2022-10-31,0.001557161089903374
2022-11-01,0.0014897634907370537
2022-11-02,0.0016307298314641623
2022-11-03,0.0015912182095417257
2022-11-04,0.001512685829854068
2022-11-05,0.0015132791735277575
2022-11-06,0.0015138725172014434
2022-11-07,0.0014277899427230728
2022-11-08,0.0013827936926253405
2022-11-09,0.0014344028862497337
2022-11-10,0.001262297835898524
2022-11-11,0.0011357861621067722
2022-11-12,0.0011365906672885088
2022-11-13,0.0011373951724702443
2022-11-14,0.001160019708183608
2022-11-15,0.0011045806661524283
2022-11-16,0.0011568843182760697
2022-11-17,0.0011777780312041027
2022-11-18,0.0011802838677500858
2022-11-19,0.00118107592905197
2022-11-20,0.001181867990353857
2022-11-21,0.0012017775307821945
2022-11-22,0.0011769484842597381
2022-11-23,0.0011412210198525783
2022-11-24,0.0011420712724069836
2022-11-25,0.00110439756438779
2022-11-26,0.001105310640297785
2022-11-27,0.0011062237162077777
2022-11-28,0.0011774628395602735
2022-11-29,0.0011366211244287709
2022-11-30,0.0010672625257104188
2022-12-01,0.0011074766231992184
2022-12-02,0.0011675918272182402
2022-12-03,0.001168392730435289
2022-12-04,0.0011691936336523411
2022-12-05,0.0011608039768094042
2022-12-06,0.001178357445722831
2022-12-07,0.0012120089685790183
2022-12-08,0.0011926682719100362
2022-12-09,0.0011595520850838372
2022-12-10,0.0011604309475697924
2022-12-11,0.001161309810055746
2022-12-12,0.0011327569270609557
2022-12-13,0.0010866891180323314
2022-12-14,0.0011261260209717906
2022-12-15,0.0012003677200032054
2022-12-16,0.0011780732853583797
2022-12-17,0.0011790403137811772
2022-12-18,0.0011800073422039744
2022-12-19,0.0011828665293112952
2022-12-20,0.0011094045313289123
2022-12-21,0.0011115520062627443
2022-12-22,0.001175141175874207
2022-12-23,0.0012230928732653546
2022-12-24,0.001223740953469009
2022-12-25,0.0012243890336726656
2022-12-26,0.0012250371138763224
2022-12-27,0.0011845982926195922
2022-12-28,0.001198274088434895
2022-12-29,0.0011527348633481379
2022-12-30,0.0011581235027452697
2022-12-31,0.0011589156031046402
2023-01-01,0.0011597077034640082
2023-01-02,0.0011604998038233785
2023-01-03,0.0011487583888177325
2023-01-04,0.0011402945369445297
2023-01-05,0.001173049079931137
2023-01-06,0.001150964660415456
2023-01-07,0.00115149908721472
2023-01-08,0.001152033514013984
2023-01-09,0.001149651361767041
2023-01-10,0.0011947678597990534
2023-01-11,0.0011683215175621983
2023-01-12,0.00116173471492927
2023-01-13,0.001142765506865829
2023-01-14,0.0011432001257315754
2023-01-15,0.0011436347445973225
2023-01-16,0.0011440693634630695
2023-01-17,0.0011424637724666029
2023-01-18,0.0011172424366408102
2023-01-19,0.001118569150382761
2023-01-20,0.0010949073732416958
2023-01-21,0.0010955743616893419
2023-01-22,0.0010962413501369873
2023-01-23,0.0010882642610070446
2023-01-24,0.001080714582522524
2023-01-25,0.0011375374755676524
2023-01-26,0.0011170434775295693
2023-01-27,0.0011474134869646677
2023-01-28,0.0011475979491037
2023-01-29,0.0011477824112427325
2023-01-30,0.001145868515793731
2023-01-31,0.0011241681226292436
2023-02-01,0.0011540569623301673
2023-02-02,0.0011286051966138354
2023-02-03,0.0011246969268923464
2023-02-04,0.001125017483607671
2023-02-05,0.001125338040322995
2023-02-06,0.0011388789599074633
2023-02-07,0.0011301896326720937
2023-02-08,0.0011244109725166583
2023-02-09,0.001125808245363623
2023-02-10,0.0011251579498876968
2023-02-11,0.0011255396207555588
2023-02-12,0.001125921291623421
2023-02-13,0.0011061400242958304
2023-02-14,0.0010907848782275554
2023-02-15,0.001093207462826458
2023-02-16,0.001102558679876378
2023-02-17,0.001100820168482266
2023-02-18,0.0011012978258370513
2023-02-19,0.0011017754831918367
2023-02-20,0.001102253140546622
2023-02-21,0.0011185414455199163
2023-02-22,0.0011445081270603206
2023-02-23,0.001139406292758775
2023-02-24,0.0011546970157323448
2023-02-25,0.0011549889157821806
2023-02-26,0.0011552808158320149
2023-02-27,0.0011471696012649885
2023-02-28,0.0011393728928731856
2023-03-01,0.0011549927047341654
2023-03-02,0.0011578889368799499
2023-03-03,0.0011332610813126272
2023-03-04,0.0011335559341957146
2023-03-05,0.0011338507870788024
2023-03-06,0.0011280517891099748
2023-03-07,0.0011497153829291556
2023-03-08,0.0011535005025328175
2023-03-09,0.0011978185045144018
2023-03-10,0.0012427519625158128
2023-03-11,0.0012429356742275732
2023-03-12,0.0012431193859393358
2023-03-13,0.0012509319564214696
2023-03-14,0.0012368058135056787
2023-03-15,0.0012899609332098932
2023-03-16,0.001229862564476994
2023-03-17,0.0012377977484836896
2023-03-18,0.0012381349173111122
2023-03-19,0.0012384720861385319
2023-03-20,0.0012243454835204942
2023-03-21,0.0012386338308827956
2023-03-22,0.0012713141760421094
2023-03-23,0.0012042614781581783
2023-03-24,0.001200211120753315
2023-03-25,0.0012004648338735215
2023-03-26,0.0012007185469937313
2023-03-27,0.0011642273182884066
2023-03-28,0.0011406088205445485
2023-03-29,0.0010965251486084885
2023-03-30,0.0010952335968562685
2023-03-31,0.001075878182473673
2023-04-01,0.0010761628404061816
2023-04-02,0.0010764474983386886
2023-04-03,0.0010806517808968168
2023-04-04,0.001072447169367421
2023-04-05,0.001051383374347924
2023-04-06,0.0010382780298841127
2023-04-07,0.0010388077705536915
2023-04-08,0.001039337511223272
2023-04-09,0.0010398672518928524
2023-04-10,0.0010645214068693936
2023-04-11,0.0010232476477922063
2023-04-12,0.001008853041329956
2023-04-13,0.0010005596299699963
2023-04-14,0.0009736067543410659
2023-04-15,0.0009741808009198901
2023-04-16,0.0009747548474987153
2023-04-17,0.0010416041017819611
2023-04-18,0.0010382213943233834
2023-04-19,0.0010196177705354983
2023-04-20,0.0010444365641497832
2023-04-21,0.0010147388468578352
2023-04-22,0.001015550612145898
2023-04-23,0.0010163623774339583
2023-04-24,0.0010142028594922504
2023-04-25,0.001094074110737302
2023-04-26,0.0010759857766030497
2023-04-27,0.0010642191190459707
2023-04-28,0.0010606778620345387
2023-04-29,0.001061393975575236
2023-04-30,0.001062110089115933
2023-05-01,0.0010681335239609432
2023-05-02,0.001088024543946706
2023-05-03,0.0011137400073613095
2023-05-04,0.0011756790076526958
2023-05-05,0.001232200913545987
2023-05-06,0.001232720444243702
2023-05-07,0.0012332399749414198
2023-05-08,0.0012300284160955113
2023-05-09,0.0012810971667527294
2023-05-10,0.0011763570775561566
2023-05-11,0.0012385185633182407
2023-05-12,0.0011986899760754678
2023-05-13,0.0011993723327350424
2023-05-14,0.0012000546893946138
2023-05-15,0.0011887321251550804
2023-05-16,0.0012480693033771644
2023-05-17,0.0012502445250557636
2023-05-18,0.00126050950901999
2023-05-19,0.001267594690648844
2023-05-20,0.0012680153472190564
2023-05-21,0.0012684360037892712
2023-05-22,0.001265951727484415
2023-05-23,0.0013148760036068232
2023-05-24,0.001328267566546638
2023-05-25,0.0013554379136434468
2023-05-26,0.0013416767227702406
2023-05-27,0.0013419616868724287
2023-05-28,0.0013422466509746143
2023-05-29,0.0013425316150768025
2023-05-30,0.0013351234733739357
2023-05-31,0.001343083886671196
2023-06-01,0.0013395205989681085
2023-06-02,0.001314392469070803
2023-06-03,0.0013147289203642128
2023-06-04,0.0013150653716576229
2023-06-05,0.0013284845876442848
2023-06-06,0.001369388872957612
2023-06-07,0.0013475660303404538
2023-06-08,0.001356562630426615
2023-06-09,0.0013158525891962473
2023-06-10,0.0013161780120986427
2023-06-11,0.0013165034350010403
2023-06-12,0.0013898776369104685
2023-06-13,0.001349819749292487
2023-06-14,0.0013771862528116252
2023-06-15,0.001366069430644513
2023-06-16,0.0012936644653995634
2023-06-17,0.0012940410086229328
2023-06-18,0.0012944175518462997
2023-06-19,0.0012947940950696693
2023-06-20,0.0013039463350789002
2023-06-21,0.0012344558823907947
2023-06-22,0.001213596846313057
2023-06-23,0.0012033281617952357
2023-06-24,0.0012040024441191729
2023-06-25,0.0012046767264431099
2023-06-26,0.0012355514081034517
2023-06-27,0.0011961952003553362
2023-06-28,0.0011941011009729944
2023-06-29,0.0011670515499311088
2023-06-30,0.0011488170905000312
2023-07-01,0.001149521377429052
2023-07-02,0.0011502256643580754
2023-07-03,0.0011008230510789025
2023-07-04,0.001101603175579101
2023-07-05,0.0012721425056328786
2023-07-06,0.0013038246372422285
2023-07-07,0.0013128406811486724
2023-07-08,0.001313275280565912
2023-07-09,0.0013137098799831483
2023-07-10,0.0013141444794003878
