Date,UBS - HSBC Accumulated Oriented Area
2021-12-29,0.0037250116744338597
2021-12-30,0.0037055284492881983
2021-12-31,0.003696614119366772
2022-01-01,0.003695356384273237
2022-01-02,0.003694098649179702
2022-01-03,0.0037238307788967657
2022-01-04,0.003761468885721602
2022-01-05,0.003736802649599086
2022-01-06,0.003796451416739452
2022-01-07,0.0038279197926453425
2022-01-08,0.003827170031733443
2022-01-09,0.0038264202708215415
2022-01-10,0.0038141033152576955
2022-01-11,0.0038222091916732493
2022-01-12,0.003836929104311145
2022-01-13,0.0038382901244751965
2022-01-14,0.003841290248214676
2022-01-15,0.003840955705862929
2022-01-16,0.003840621163511182
2022-01-17,0.0038402866211594347
2022-01-18,0.003828879433637483
2022-01-19,0.0038177412143042505
2022-01-20,0.003819677729307985
2022-01-21,0.003813615232041135
2022-01-22,0.003813027359323896
2022-01-23,0.003812439486606657
2022-01-24,0.0037726959753823374
2022-01-25,0.003762675291881063
2022-01-26,0.003763744994347938
2022-01-27,0.0037335661936866963
2022-01-28,0.0037402888927021982
2022-01-29,0.0037399093389323726
2022-01-30,0.0037395297851625466
2022-01-31,0.0037469792522316155
2022-02-01,0.0037917861321851085
2022-02-02,0.0037985972190453386
2022-02-03,0.003792507486417144
2022-02-04,0.003795142567334782
2022-02-05,0.0037950989902117054
2022-02-06,0.0037950554130886287
2022-02-07,0.0038032216447347806
2022-02-08,0.003815965150308233
2022-02-09,0.003802875942771406
2022-02-10,0.0038049239038513176
2022-02-11,0.0038052538756868904
2022-02-12,0.0038053235960856715
2022-02-13,0.003805393316484452
2022-02-14,0.0038007766559218672
2022-02-15,0.0037993456174579103
2022-02-16,0.0037938275161116014
2022-02-17,0.00378180762996464
2022-02-18,0.00378371700229322
2022-02-19,0.003783620516819514
2022-02-20,0.003783524031345808
2022-02-21,0.0037834275458721017
2022-02-22,0.0037748625772205265
2022-02-23,0.0037729623181915507
2022-02-24,0.0037790984694010214
2022-02-25,0.0037778892532781307
2022-02-26,0.003777651085435093
2022-02-27,0.0037774129175920552
2022-02-28,0.003790284831239991
2022-03-01,0.0037887530223324043
2022-03-02,0.0037544476515503807
2022-03-03,0.0037561918447112748
2022-03-04,0.0037685959154147492
2022-03-05,0.003767410359820243
2022-03-06,0.0037662248042257384
2022-03-07,0.0037038701898074716
2022-03-08,0.0037951490953631426
2022-03-09,0.0038304068783374303
2022-03-10,0.003859127475099968
2022-03-11,0.003864936172928312
2022-03-12,0.003863774490471426
2022-03-13,0.0038626128080145395
2022-03-14,0.0038653769497098587
2022-03-15,0.0038970827294995194
2022-03-16,0.003952853086054422
2022-03-17,0.003955659461701577
2022-03-18,0.003980960583482035
2022-03-19,0.003980246665939449
2022-03-20,0.003979532748396864
2022-03-21,0.003996697834552969
2022-03-22,0.004009050370583513
2022-03-23,0.0039980899532233456
2022-03-24,0.004000338321365502
2022-03-25,0.004013674149383907
2022-03-26,0.004013154070970803
2022-03-27,0.004012633992557697
2022-03-28,0.0040059597180500325
2022-03-29,0.004030008630664692
2022-03-30,0.004017001281459534
2022-03-31,0.004024089974608963
2022-04-01,0.00402880640199464
2022-04-02,0.004028368932766386
2022-04-03,0.00402793146353813
2022-04-04,0.004043039607711166
2022-04-05,0.003984316299525414
2022-04-06,0.003964928404017514
2022-04-07,0.0039598583686375425
2022-04-08,0.003950756236428367
2022-04-09,0.00395024405068314
2022-04-10,0.0039497318649379136
2022-04-11,0.003938650994434247
2022-04-12,0.003943101270401755
2022-04-13,0.003924071205115509
2022-04-14,0.0039058584515414396
2022-04-15,0.003905207261749896
2022-04-16,0.0039045560719583525
2022-04-17,0.0039039048821668085
2022-04-18,0.0039059187980760284
2022-04-19,0.003899876345412101
2022-04-20,0.0038733049431375816
2022-04-21,0.003872209337364434
2022-04-22,0.003918887241128698
2022-04-23,0.003918140185794589
2022-04-24,0.003917393130460481
2022-04-25,0.0039893648656988785
2022-04-26,0.00409970115982367
2022-04-27,0.004123909456993873
2022-04-28,0.004087092753863015
2022-04-29,0.004020559058741979
2022-04-30,0.004019391965564724
2022-05-01,0.004018224872387468
2022-05-02,0.004034066268707652
2022-05-03,0.004000163531170279
2022-05-04,0.004010118486514595
2022-05-05,0.004023467538139851
2022-05-06,0.0040291180405813065
2022-05-07,0.0040280082327275694
2022-05-08,0.004026898424873833
2022-05-09,0.003989462736278634
2022-05-10,0.0040310858367545695
2022-05-11,0.00403229237961337
2022-05-12,0.004100975436239339
2022-05-13,0.004110116348798277
2022-05-14,0.004108924623722347
2022-05-15,0.004107732898646417
2022-05-16,0.004072687738839308
2022-05-17,0.004092774882819186
2022-05-18,0.004113753358278343
2022-05-19,0.004169552223668602
2022-05-20,0.004173705270769434
2022-05-21,0.004172548126893163
2022-05-22,0.004171390983016892
2022-05-23,0.004219151805112627
2022-05-24,0.004204326009860502
2022-05-25,0.004177301150845614
2022-05-26,0.004202992566761027
2022-05-27,0.004185715974639883
2022-05-28,0.004185097156835974
2022-05-29,0.004184478339032065
2022-05-30,0.004183859521228156
2022-05-31,0.004183144909162083
2022-06-01,0.004184704398325369
2022-06-02,0.004203401008617942
2022-06-03,0.004190806961912579
2022-06-04,0.004190065813597887
2022-06-05,0.004189324665283194
2022-06-06,0.0041868597039911104
2022-06-07,0.004177237894527968
2022-06-08,0.004133531640734918
2022-06-09,0.004113846496910763
2022-06-10,0.004128199244630202
2022-06-11,0.0041269993760218735
2022-06-12,0.004125799507413546
2022-06-13,0.004011384444981758
2022-06-14,0.003944715254771202
2022-06-15,0.0038752236874692327
2022-06-16,0.0038452650140133006
2022-06-17,0.0039413641204222504
2022-06-18,0.003940123859640104
2022-06-19,0.003938883598857959
2022-06-20,0.003937643338075813
2022-06-21,0.0037226571797871377
2022-06-22,0.0037913586796163145
2022-06-23,0.003785623737094174
2022-06-24,0.003829212441432247
2022-06-25,0.003828374939148418
2022-06-26,0.003827537436864591
2022-06-27,0.0038369420359144926
2022-06-28,0.0038015802493809514
2022-06-29,0.003747647950071188
2022-06-30,0.003802211257136065
2022-07-01,0.003790523164162611
2022-07-02,0.0037895897876694404
2022-07-03,0.003788656411176269
2022-07-04,0.0037877230346831
2022-07-05,0.0038577281490989033
2022-07-06,0.0038801243063850926
2022-07-07,0.0038002470607127817
2022-07-08,0.003880378654100212
2022-07-09,0.0038792551091103135
2022-07-10,0.0038781315641204166
2022-07-11,0.0038655063754639532
2022-07-12,0.0038990015354283297
2022-07-13,0.0038637034900449486
2022-07-14,0.003920161653709936
2022-07-15,0.003957941166021196
2022-07-16,0.003956645864242949
2022-07-17,0.0039553505624647005
2022-07-18,0.003942295389041371
2022-07-19,0.003950994184786068
2022-07-20,0.003986978761963088
2022-07-21,0.0040117651689222465
2022-07-22,0.004032869484197963
2022-07-23,0.004031668817667523
2022-07-24,0.004030468151137084
2022-07-25,0.0039757723905298106
2022-07-26,0.0037672221564429543
2022-07-27,0.003752512721365624
2022-07-28,0.0038901592458259696
2022-07-29,0.003945486366070264
2022-07-30,0.003944350089786578
2022-07-31,0.003943213813502889
2022-08-01,0.0037121651535545587
2022-08-02,0.0037985997965530646
2022-08-03,0.0037715349564689275
2022-08-04,0.003824272717991363
2022-08-05,0.0037863350963404903
2022-08-06,0.003785427845598147
2022-08-07,0.0037845205948558018
2022-08-08,0.0037992453001319546
2022-08-09,0.0037287843572144166
2022-08-10,0.0037842118850695966
2022-08-11,0.003778990114935057
2022-08-12,0.003789660873601467
2022-08-13,0.003788936513152043
2022-08-14,0.0037882121527026196
2022-08-15,0.0038096043112167423
2022-08-16,0.0037897065733264747
2022-08-17,0.003799219596934751
2022-08-18,0.0038622974724041017
2022-08-19,0.003856988932920778
2022-08-20,0.0038559229959186847
2022-08-21,0.0038548570589165897
2022-08-22,0.0038099759868365558
2022-08-23,0.003846790952833729
2022-08-24,0.0038983077537580917
2022-08-25,0.0039055724589150183
2022-08-26,0.0038814164268018087
2022-08-27,0.003880153860757281
2022-08-28,0.0038788912947127553
2022-08-29,0.0038889705997637164
2022-08-30,0.003913357443404321
2022-08-31,0.003908033827621146
2022-09-01,0.003895052358186444
2022-09-02,0.003882997119694538
2022-09-03,0.003881680524829613
2022-09-04,0.003880363929964687
2022-09-05,0.0038790473350997622
2022-09-06,0.003870781353996293
2022-09-07,0.003933690063959329
2022-09-08,0.00397524072098205
2022-09-09,0.00400448346434606
2022-09-10,0.004003281718725668
2022-09-11,0.00400207997310528
2022-09-12,0.003985200689091181
2022-09-13,0.004079464269964548
2022-09-14,0.004069070537899522
2022-09-15,0.004054706522960632
2022-09-16,0.004014926824419137
2022-09-17,0.004013642381920455
2022-09-18,0.004012357939421772
2022-09-19,0.004003387681198776
2022-09-20,0.003972188362922796
2022-09-21,0.004048936630830296
2022-09-22,0.00400246494302101
2022-09-23,0.00403849942399389
2022-09-24,0.004036710713866301
2022-09-25,0.004034922003738713
2022-09-26,0.004158828411004316
2022-09-27,0.004222628679710119
2022-09-28,0.004363215166011571
2022-09-29,0.0043540985993348645
2022-09-30,0.0042927531863448205
2022-10-01,0.004290534324269188
2022-10-02,0.004288315462193554
2022-10-03,0.004330907530144368
2022-10-04,0.0043513779511537036
2022-10-05,0.004357169317556332
2022-10-06,0.00429633433359289
2022-10-07,0.004309811914981393
2022-10-08,0.004307618942499788
2022-10-09,0.004305425970018184
2022-10-10,0.004305455154912755
2022-10-11,0.0043511581705422565
2022-10-12,0.004310403267211069
2022-10-13,0.004258847499664284
2022-10-14,0.004202316098391484
2022-10-15,0.004200024743838922
2022-10-16,0.00419773338928636
2022-10-17,0.00411730844861867
2022-10-18,0.00424279151687719
2022-10-19,0.004193620543703918
2022-10-20,0.0041894757508945365
2022-10-21,0.004131398494511905
2022-10-22,0.004129433138515718
2022-10-23,0.004127467782519529
2022-10-24,0.0042445376163995135
2022-10-25,0.00479897778834856
2022-10-26,0.004687879683472581
2022-10-27,0.0046013300239790035
2022-10-28,0.0046775386314287255
2022-10-29,0.004675393919513504
2022-10-30,0.004673249207598285
2022-10-31,0.004589016599512519
2022-11-01,0.004527884253070744
2022-11-02,0.004515161921338813
2022-11-03,0.0045394096470054626
2022-11-04,0.004385912921614915
2022-11-05,0.004384217016385721
2022-11-06,0.004382521111156525
2022-11-07,0.004479390117436855
2022-11-08,0.00445973564498602
2022-11-09,0.004512615100297798
2022-11-10,0.004681784626242711
2022-11-11,0.0048785990054685015
2022-11-12,0.004877001181840375
2022-11-13,0.004875403358212248
2022-11-14,0.004797696854858632
2022-11-15,0.0048221440381217145
2022-11-16,0.004797694448151936
2022-11-17,0.004760280319262346
2022-11-18,0.004768746576646843
2022-11-19,0.0047672263258964915
2022-11-20,0.004765706075146139
2022-11-21,0.004750951185848205
2022-11-22,0.0047363092368881855
2022-11-23,0.004711192934065357
2022-11-24,0.004709846698902874
2022-11-25,0.00470321489559706
2022-11-26,0.0047019175810321025
2022-11-27,0.004700620266467148
2022-11-28,0.004656835379346479
2022-11-29,0.004582612756672196
2022-11-30,0.004575107442004626
2022-12-01,0.00460449497966503
2022-12-02,0.0045969745212140695
2022-12-03,0.004595822055584993
2022-12-04,0.004594669589955915
2022-12-05,0.0046103310344089606
2022-12-06,0.004585081220582799
2022-12-07,0.004600524114274241
2022-12-08,0.0045796756395854645
2022-12-09,0.004574464275985314
2022-12-10,0.004573262509220008
2022-12-11,0.0045720607424547
2022-12-12,0.004565160202796157
2022-12-13,0.004599334172944125
2022-12-14,0.004571849882968306
2022-12-15,0.004556307279749544
2022-12-16,0.004537497425826683
2022-12-17,0.0045361861054541205
2022-12-18,0.00453487478508156
2022-12-19,0.0045442613088211535
2022-12-20,0.004519321134934522
2022-12-21,0.0045501015796295015
2022-12-22,0.0045380104456138525
2022-12-23,0.004553257151643272
2022-12-24,0.004552174272749884
2022-12-25,0.0045510913938564945
2022-12-26,0.004550008514963106
2022-12-27,0.004541359413068828
2022-12-28,0.004531287863799161
2022-12-29,0.004547487218168371
2022-12-30,0.004534957042836033
2022-12-31,0.004533913860272151
2023-01-01,0.0045328706777082685
2023-01-02,0.004531827495144384
2023-01-03,0.004528871744302651
2023-01-04,0.004531871721842003
2023-01-05,0.004465447982683489
2023-01-06,0.004454906116040707
2023-01-07,0.0044544281425885745
2023-01-08,0.004453950169136441
2023-01-09,0.00446504015511442
2023-01-10,0.004466444346354388
2023-01-11,0.0044655287392065465
2023-01-12,0.004444756873412098
2023-01-13,0.004424911946026836
2023-01-14,0.004424749599069858
2023-01-15,0.004424587252112882
2023-01-16,0.004424424905155904
2023-01-17,0.0044244133293799585
2023-01-18,0.004427576098605008
2023-01-19,0.004420474557617549
2023-01-20,0.004410060536425137
2023-01-21,0.0044100150537342625
2023-01-22,0.004409969571043388
2023-01-23,0.004410237231956636
2023-01-24,0.004413012283618716
2023-01-25,0.004404510330168377
2023-01-26,0.004394789895175333
2023-01-27,0.004402622164845741
2023-01-28,0.004402632713443238
2023-01-29,0.004402643262040733
2023-01-30,0.004405517408497989
2023-01-31,0.004407084227989626
2023-02-01,0.00440615876210147
2023-02-02,0.004417025129478482
2023-02-03,0.0044207818455163994
2023-02-04,0.004420637666286458
2023-02-05,0.004420493487056516
2023-02-06,0.004417991026923021
2023-02-07,0.004409710830845252
2023-02-08,0.004403407870969185
2023-02-09,0.004396708929967369
2023-02-10,0.00440392144639211
2023-02-11,0.004403895723569953
2023-02-12,0.004403870000747796
2023-02-13,0.004395219618309205
2023-02-14,0.004393743982997638
2023-02-15,0.004397584847020178
2023-02-16,0.004395634246549578
2023-02-17,0.004392383298467162
2023-02-18,0.004392442620563541
2023-02-19,0.004392501942659921
2023-02-20,0.004392561264756299
2023-02-21,0.004372388547115713
2023-02-22,0.004395428699963294
2023-02-23,0.00439729143112051
2023-02-24,0.004401494363934564
2023-02-25,0.004401624890056049
2023-02-26,0.004401755416177532
2023-02-27,0.004395551599961258
2023-02-28,0.004388747126781583
2023-03-01,0.004392887135949137
2023-03-02,0.004425152156577036
2023-03-03,0.004415230499110161
2023-03-04,0.004415283578537308
2023-03-05,0.004415336657964456
2023-03-06,0.004415498722380854
2023-03-07,0.004423552363335431
2023-03-08,0.004417357727645688
2023-03-09,0.004438633334444377
2023-03-10,0.004487645940353289
2023-03-11,0.004487339918866683
2023-03-12,0.004487033897380076
2023-03-13,0.004496020814917448
2023-03-14,0.004484806593481611
2023-03-15,0.004521408771265558
2023-03-16,0.004494368636574649
2023-03-17,0.004548105233356496
2023-03-18,0.004547351041944151
2023-03-19,0.004546596850531806
2023-03-20,0.004573153356961618
2023-03-21,0.004660996482000231
2023-03-22,0.0046160351728156005
2023-03-23,0.004602026537265709
2023-03-24,0.004619929180232492
2023-03-25,0.004619215609867382
2023-03-26,0.004618502039502269
2023-03-27,0.004602473964951275
2023-03-28,0.004606912337084577
2023-03-29,0.0046015189405034925
2023-03-30,0.004614952456866684
2023-03-31,0.0046557289400137375
2023-04-01,0.004655290669293612
2023-04-02,0.0046548523985734894
2023-04-03,0.004607968903230135
2023-04-04,0.004620424237400901
2023-04-05,0.0046114258993184545
2023-04-06,0.004589620650647642
2023-04-07,0.004589314837817058
2023-04-08,0.004589009024986475
2023-04-09,0.004588703212155892
2023-04-10,0.004589076780025774
2023-04-11,0.004614577176564957
2023-04-12,0.004605163530189266
2023-04-13,0.004594275203807449
2023-04-14,0.004580001330054985
2023-04-15,0.004579917077499134
2023-04-16,0.004579832824943283
2023-04-17,0.004583158818893687
2023-04-18,0.004592880866019026
2023-04-19,0.004587606148363924
2023-04-20,0.004579660474315777
2023-04-21,0.004590867828108932
2023-04-22,0.004590615552436386
2023-04-23,0.004590363276763841
2023-04-24,0.004585649436890685
2023-04-25,0.004618427663202288
2023-04-26,0.0045873639937979525
2023-04-27,0.004553166461568528
2023-04-28,0.004562088607673868
2023-04-29,0.004561887043579302
2023-04-30,0.004561685479484736
2023-05-01,0.004571704164738825
2023-05-02,0.004499151790049481
2023-05-03,0.0045058041932991835
2023-05-04,0.0045114104976233405
2023-05-05,0.004415900839456698
2023-05-06,0.004415977512372199
2023-05-07,0.004416054185287701
2023-05-08,0.004418623085100477
2023-05-09,0.0044336480406366
2023-05-10,0.004431285706848136
2023-05-11,0.004482247404766751
2023-05-12,0.004479143976500345
2023-05-13,0.004479096182504739
2023-05-14,0.004479048388509132
2023-05-15,0.004406743237156303
2023-05-16,0.004458013302380802
2023-05-17,0.004437008215802116
2023-05-18,0.004414775595449197
2023-05-19,0.004397132838727778
2023-05-20,0.004397243719743824
2023-05-21,0.004397354600759873
2023-05-22,0.004382363707869778
2023-05-23,0.004414612385379428
2023-05-24,0.004479770187022538
2023-05-25,0.004455836856283762
2023-05-26,0.0044346039650639745
2023-05-27,0.004434634524987974
2023-05-28,0.004434665084911972
2023-05-29,0.004434695644835972
2023-05-30,0.004469537089886902
2023-05-31,0.004522452599754767
2023-06-01,0.004468831789600389
2023-06-02,0.004432843095685698
2023-06-03,0.004432879417475317
2023-06-04,0.004432915739264938
2023-06-05,0.00443767377360323
2023-06-06,0.004402178656460482
2023-06-07,0.004393697225508513
2023-06-08,0.004390295188922378
2023-06-09,0.004392612885177996
2023-06-10,0.004392746262296416
2023-06-11,0.004392879639414834
2023-06-12,0.004410024165359372
2023-06-13,0.004389769887602595
2023-06-14,0.004371667458427208
2023-06-15,0.004353854777427455
2023-06-16,0.004347675086053204
2023-06-17,0.004347917390665954
2023-06-18,0.0043481596952787025
2023-06-19,0.004348401999891452
2023-06-20,0.00435423808296152
2023-06-21,0.0043536731213265805
2023-06-22,0.004405172215399597
2023-06-23,0.004441098786986746
2023-06-24,0.004441181511164583
2023-06-25,0.00444126423534242
2023-06-26,0.004432228666386415
2023-06-27,0.004382447775495628
2023-06-28,0.004392038871042776
2023-06-29,0.004363330835393157
2023-06-30,0.004325970003975372
2023-07-01,0.004326264255378845
2023-07-02,0.004326558506782316
2023-07-03,0.004296813811715134
2023-07-04,0.004297160920019269
2023-07-05,0.0043543341717289805
2023-07-06,0.004420239267190624
2023-07-07,0.004378374744777776
2023-07-08,0.0043786024774262085
2023-07-09,0.004378830210074643
2023-07-10,0.004379057942723075
