Date,UBS - UNCRY Accumulated Oriented Area
2022-01-01,0.002671210347870407
2022-01-02,0.0026718439921396366
2022-01-03,0.0026469209527604553
2022-01-04,0.0025846389327414706
2022-01-05,0.002608669267244353
2022-01-06,0.00255772086356373
2022-01-07,0.0025284348244883816
2022-01-08,0.002529120150553627
2022-01-09,0.0025298054766188733
2022-01-10,0.0025403390560174047
2022-01-11,0.002530691787430944
2022-01-12,0.002514606496697927
2022-01-13,0.0025149727011239058
2022-01-14,0.0025117187682729067
2022-01-15,0.00251218446260776
2022-01-16,0.0025126501569426142
2022-01-17,0.0025131158512774676
2022-01-18,0.0025279463298788505
2022-01-19,0.002542793281479595
2022-01-20,0.0025450358943673833
2022-01-21,0.002557660235587812
2022-01-22,0.0025580105240471623
2022-01-23,0.002558360812506513
2022-01-24,0.002584217406939138
2022-01-25,0.002568843557206369
2022-01-26,0.002554656002366826
2022-01-27,0.0025677175062991647
2022-01-28,0.0025634727637318198
2022-01-29,0.002564067756318927
2022-01-30,0.002564662748906034
2022-01-31,0.0025332940805874128
2022-02-01,0.002397948883758956
2022-02-02,0.0024057171467106813
2022-02-03,0.002437127164852274
2022-02-04,0.002433363269724231
2022-02-05,0.002434205860965751
2022-02-06,0.0024350484522072716
2022-02-07,0.0024056256538194116
2022-02-08,0.0023735659923218486
2022-02-09,0.002355664283196855
2022-02-10,0.002389041262547641
2022-02-11,0.0024171532513465625
2022-02-12,0.0024179494426494544
2022-02-13,0.0024187456339523467
2022-02-14,0.002419232343063159
2022-02-15,0.002425876094814353
2022-02-16,0.002448332962661877
2022-02-17,0.002468063250182446
2022-02-18,0.0024704701035085
2022-02-19,0.002471160420229407
2022-02-20,0.002471850736950313
2022-02-21,0.0024725410536712194
2022-02-22,0.0025308181463036305
2022-02-23,0.0025526371157120415
2022-02-24,0.0026794290034581796
2022-02-25,0.0026557803262301713
2022-02-26,0.0026559588301720135
2022-02-27,0.0026561373341138545
2022-02-28,0.002729126387083314
2022-03-01,0.002740430693104935
2022-03-02,0.0027109233873096085
2022-03-03,0.0027108124796331426
2022-03-04,0.0028552374923593356
2022-03-05,0.002854254116591685
2022-03-06,0.0028532707408240343
2022-03-07,0.002901161967922853
2022-03-08,0.002921732452851556
2022-03-09,0.0028522274810158727
2022-03-10,0.0029274209496824954
2022-03-11,0.0029833555883148045
2022-03-12,0.002982315498253822
2022-03-13,0.00298127540819284
2022-03-14,0.003002337326840637
2022-03-15,0.002984694589506647
2022-03-16,0.0030691491106794753
2022-03-17,0.003126421707231049
2022-03-18,0.0031929192241934817
2022-03-19,0.0031918637958550885
2022-03-20,0.0031908083675166957
2022-03-21,0.0032111886813738252
2022-03-22,0.0032667431166410544
2022-03-23,0.0032419218092702455
2022-03-24,0.00326764188808295
2022-03-25,0.0033107630324229593
2022-03-26,0.00330954258228502
2022-03-27,0.0033083221321470804
2022-03-28,0.0032772388696532453
2022-03-29,0.0033164878232889413
2022-03-30,0.003294325790359361
2022-03-31,0.0033145007463228726
2022-04-01,0.003326968394571098
2022-04-02,0.0033260132112232247
2022-04-03,0.00332505802787535
2022-04-04,0.0033624057048740204
2022-04-05,0.003221204810160459
2022-04-06,0.003166789631517411
2022-04-07,0.0031631570978309484
2022-04-08,0.0031324178713666695
2022-04-09,0.003131363588083069
2022-04-10,0.003130309304799469
2022-04-11,0.0031210356583793787
2022-04-12,0.0030550952130496737
2022-04-13,0.0030175824383911944
2022-04-14,0.0029868761874525455
2022-04-15,0.0029857739816176307
2022-04-16,0.0029846717757827162
2022-04-17,0.002983569569947802
2022-04-18,0.002973745340383422
2022-04-19,0.0029749172893556858
2022-04-20,0.0029753865456320023
2022-04-21,0.0029689444248068384
2022-04-22,0.002941496787318157
2022-04-23,0.002940349966150902
2022-04-24,0.0029392031449836462
2022-04-25,0.002954551642983001
2022-04-26,0.0029298512087296176
2022-04-27,0.0030769991250543197
2022-04-28,0.003080083322238871
2022-04-29,0.0029568529865866824
2022-04-30,0.0029554533335084615
2022-05-01,0.00295405368043024
2022-05-02,0.003011308057582619
2022-05-03,0.0031374146229708726
2022-05-04,0.0032845312182920275
2022-05-05,0.003102005569961044
2022-05-06,0.0031429680095913333
2022-05-07,0.003141267432724462
2022-05-08,0.0031395668558575904
2022-05-09,0.0030000650200761683
2022-05-10,0.0029880777285632223
2022-05-11,0.0027878752886521386
2022-05-12,0.002705019837855284
2022-05-13,0.0028222832094881474
2022-05-14,0.002821175555891481
2022-05-15,0.0028200679022948164
2022-05-16,0.0027781249127157735
2022-05-17,0.0028301097963764803
2022-05-18,0.0027722145755433836
2022-05-19,0.0027615030208800423
2022-05-20,0.002820184900285226
2022-05-21,0.002819222956671718
2022-05-22,0.0028182610130582098
2022-05-23,0.0028578222502774865
2022-05-24,0.0028813560958969153
2022-05-25,0.002847310400532618
2022-05-26,0.002870140039688009
2022-05-27,0.0028718819019911703
2022-05-28,0.0028712031424912034
2022-05-29,0.0028705243829912365
2022-05-30,0.0028698456234912692
2022-05-31,0.0028541418286820155
2022-06-01,0.002861056665474179
2022-06-02,0.0029063238856896043
2022-06-03,0.002877021591916278
2022-06-04,0.0028762155988661152
2022-06-05,0.0028754096058159523
2022-06-06,0.0028710118457695283
2022-06-07,0.0028606609004996706
2022-06-08,0.002761486386708248
2022-06-09,0.0027021846977828895
2022-06-10,0.0028057539887845198
2022-06-11,0.002804720144275281
2022-06-12,0.0028036862997660415
2022-06-13,0.0026546877311542315
2022-06-14,0.0025773347155196753
2022-06-15,0.0025162306271775247
2022-06-16,0.002457830436092927
2022-06-17,0.00247434219469874
2022-06-18,0.002473561451891335
2022-06-19,0.0024727807090839317
2022-06-20,0.0024719999662765266
2022-06-21,0.002378706070693239
2022-06-22,0.0023637698814316294
2022-06-23,0.0024836195870382035
2022-06-24,0.002673288116950378
2022-06-25,0.002672401567884585
2022-06-26,0.002671515018818793
2022-06-27,0.0027167513659238584
2022-06-28,0.002673255429737691
2022-06-29,0.0026834526145162576
2022-06-30,0.002760734928592596
2022-07-01,0.0027294030095834348
2022-07-02,0.0027282195440211173
2022-07-03,0.0027270360784587993
2022-07-04,0.002725852612896481
2022-07-05,0.002726751865780245
2022-07-06,0.002731501775979874
2022-07-07,0.0025679355912580936
2022-07-08,0.0025894219217393304
2022-07-09,0.002588351769039558
2022-07-10,0.0025872816163397855
2022-07-11,0.002644896045477954
2022-07-12,0.002819646331769711
2022-07-13,0.002676957543392582
2022-07-14,0.0028039512081232845
2022-07-15,0.002904298554069622
2022-07-16,0.0029027375157665938
2022-07-17,0.0029011764774635653
2022-07-18,0.002890733639873885
2022-07-19,0.0028553565087908787
2022-07-20,0.0029791376013559145
2022-07-21,0.0031098032153391037
2022-07-22,0.003150502452264019
2022-07-23,0.0031488066845637686
2022-07-24,0.003147110916863515
2022-07-25,0.003205608891146958
2022-07-26,0.002554466076777849
2022-07-27,0.002319812137941466
2022-07-28,0.002523678751031112
2022-07-29,0.0024926772987942988
2022-07-30,0.0024916296143936926
2022-07-31,0.0024905819299930842
2022-08-01,0.0025103688010457495
2022-08-02,0.0024715743388715903
2022-08-03,0.002466442776375209
2022-08-04,0.002508811281706996
2022-08-05,0.002418567317886998
2022-08-06,0.0024176168749296123
2022-08-07,0.002416666431972226
2022-08-08,0.0025218702867400846
2022-08-09,0.0024631687443714178
2022-08-10,0.0024536473856034743
2022-08-11,0.002550927780122458
2022-08-12,0.0025376256017965284
2022-08-13,0.0025367060725248816
2022-08-14,0.0025357865432532353
2022-08-15,0.0025073909956937297
2022-08-16,0.0025819957759157276
2022-08-17,0.002514951878312525
2022-08-18,0.0025501964993225935
2022-08-19,0.0025235305458102897
2022-08-20,0.0025223719276308227
2022-08-21,0.002521213309451357
2022-08-22,0.0025214186247216877
2022-08-23,0.002492911673614849
2022-08-24,0.002422048836287572
2022-08-25,0.002541349523960427
2022-08-26,0.0025649596543523925
2022-08-27,0.002563552545459938
2022-08-28,0.002562145436567483
2022-08-29,0.002553010086329968
2022-08-30,0.0024948401091874164
2022-08-31,0.0023202577921963598
2022-09-01,0.0022339920638691823
2022-09-02,0.0023368329909532423
2022-09-03,0.0023357235926099998
2022-09-04,0.0023346141942667572
2022-09-05,0.0023335047959235147
2022-09-06,0.0023254103019172663
2022-09-07,0.0023188543326418966
2022-09-08,0.0022979886262522774
2022-09-09,0.002309222437685056
2022-09-10,0.002308357106274723
2022-09-11,0.0023074917748643915
2022-09-12,0.0023118726324194926
2022-09-13,0.0023445976370293923
2022-09-14,0.0022414362388442294
2022-09-15,0.002234547956094371
2022-09-16,0.0021981868126194335
2022-09-17,0.002197472456648415
2022-09-18,0.0021967581006773953
2022-09-19,0.002187264844102234
2022-09-20,0.002257316217202167
2022-09-21,0.0021254093183294804
2022-09-22,0.001862234180024455
2022-09-23,0.0019466139831764502
2022-09-24,0.0019460281374077664
2022-09-25,0.001945442291639083
2022-09-26,0.0019412245843486132
2022-09-27,0.0020240039606392785
2022-09-28,0.002059427482503556
2022-09-29,0.0020997936513534278
2022-09-30,0.0019800138101123237
2022-10-01,0.0019793373456210204
2022-10-02,0.001978660881129717
2022-10-03,0.0019146293499644749
2022-10-04,0.0019460538702234641
2022-10-05,0.001951868829649437
2022-10-06,0.0019341912262941796
2022-10-07,0.0019009789035897423
2022-10-08,0.0019003885688664178
2022-10-09,0.0018997982341430928
2022-10-10,0.0017807797852215047
2022-10-11,0.001878589337536487
2022-10-12,0.0017844215530021924
2022-10-13,0.0017506389706582908
2022-10-14,0.0017022529540250662
2022-10-15,0.001701807759693493
2022-10-16,0.0017013625653619184
2022-10-17,0.0016789587671074257
2022-10-18,0.0016587079149013868
2022-10-19,0.0016878836022423099
2022-10-20,0.0017217664507413852
2022-10-21,0.0015525229458978923
2022-10-22,0.001552278425516266
2022-10-23,0.001552033905134639
2022-10-24,0.0016378187436459088
2022-10-25,0.0018229371946743111
2022-10-26,0.0016379061122632152
2022-10-27,0.0015062324692367132
2022-10-28,0.0015194611745732772
2022-10-29,0.0015193867690138
2022-10-30,0.001519312363454323
2022-10-31,0.001486151849538278
2022-11-01,0.001446424906936414
2022-11-02,0.0014058880750245162
2022-11-03,0.0014198714514168298
2022-11-04,0.0013513675149511503
2022-11-05,0.0013514923587152141
2022-11-06,0.0013516172024792775
2022-11-07,0.0014015938149328742
2022-11-08,0.001378920990791226
2022-11-09,0.0014510720662021118
2022-11-10,0.0014027088602777773
2022-11-11,0.0014801455346051837
2022-11-12,0.0014800487572428922
2022-11-13,0.0014799519798806009
2022-11-14,0.0014594015058532444
2022-11-15,0.0014513616872193322
2022-11-16,0.0014252372348869846
2022-11-17,0.0014197791893262434
2022-11-18,0.0014188689299123136
2022-11-19,0.0014189023903609412
2022-11-20,0.0014189358508095683
2022-11-21,0.001408228579706038
2022-11-22,0.0013631207900117342
2022-11-23,0.0013940027808601663
2022-11-24,0.0013940848463759306
2022-11-25,0.0013936525785884593
2022-11-26,0.0013937335347691151
2022-11-27,0.0013938144909497712
2022-11-28,0.0014099738506007228
2022-11-29,0.0014301435382704894
2022-11-30,0.0013915191230310106
2022-12-01,0.0014808261801015625
2022-12-02,0.0014757916301781917
2022-12-03,0.0014756981202418231
2022-12-04,0.0014756046103054548
2022-12-05,0.0015038066678274469
2022-12-06,0.0014804705835889066
2022-12-07,0.0014539268950132266
2022-12-08,0.001449609111225831
2022-12-09,0.0014746703495493564
2022-12-10,0.0014745686507800391
2022-12-11,0.0014744669520107211
2022-12-12,0.001395572809305417
2022-12-13,0.0014202989246865675
2022-12-14,0.0014143390947751917
2022-12-15,0.0014054436315452264
2022-12-16,0.0013605908503971796
2022-12-17,0.0013607102690870077
2022-12-18,0.001360829687776836
2022-12-19,0.001396196169417879
2022-12-20,0.00130504197348129
2022-12-21,0.0012889150480570265
2022-12-22,0.00131147601127942
2022-12-23,0.0013012468275298084
2022-12-24,0.0013014366344559743
2022-12-25,0.0013016264413821404
2022-12-26,0.0013018162483083063
2022-12-27,0.0013081037103025931
2022-12-28,0.0012998537167779607
2022-12-29,0.0013014390544483557
2022-12-30,0.0012982889737630672
2022-12-31,0.0012984851294745854
2023-01-01,0.0012986812851861031
2023-01-02,0.001298877440897621
2023-01-03,0.001238613984277699
2023-01-04,0.0011782776558747186
2023-01-05,0.001172279166940835
2023-01-06,0.0011282466804357618
2023-01-07,0.001128748937331787
2023-01-08,0.001129251194227812
2023-01-09,0.00113594754670178
2023-01-10,0.0011191958352621283
2023-01-11,0.0011327480358177783
2023-01-12,0.001104536684416666
2023-01-13,0.0010892342027678387
2023-01-14,0.0010897285860984277
2023-01-15,0.001090222969429017
2023-01-16,0.0010907173527596055
2023-01-17,0.001088460948954669
2023-01-18,0.001091022528742018
2023-01-19,0.0010899693929841217
2023-01-20,0.0010653989740029702
2023-01-21,0.0010659275313141578
2023-01-22,0.001066456088625345
2023-01-23,0.0010665880087442647
2023-01-24,0.0010545887809662122
2023-01-25,0.0010409569144812897
2023-01-26,0.0010070903350973088
2023-01-27,0.0010230641058877011
2023-01-28,0.0010238105322245162
2023-01-29,0.0010245569585613317
2023-01-30,0.0010399536238288234
2023-01-31,0.000946152726236773
2023-02-01,0.0008996449546690372
2023-02-02,0.0009082016459135357
2023-02-03,0.0009178696793194444
2023-02-04,0.0009190730498660525
2023-02-05,0.0009202764204126602
2023-02-06,0.0009538782923724015
2023-02-07,0.000910149030695669
2023-02-08,0.0009268367872178052
2023-02-09,0.0009022373445798913
2023-02-10,0.0009230534206821827
2023-02-11,0.0009244254230420168
2023-02-12,0.0009257974254018495
2023-02-13,0.0008851788168700225
2023-02-14,0.0008453500355786688
2023-02-15,0.0008578647128541423
2023-02-16,0.0008683927055043615
2023-02-17,0.0008612382997798774
2023-02-18,0.0008627749916723846
2023-02-19,0.0008643116835648917
2023-02-20,0.0008658483754573972
2023-02-21,0.0009345770414874673
2023-02-22,0.0009843057557641184
2023-02-23,0.0009479251859164433
2023-02-24,0.0009899745711502593
2023-02-25,0.0009911847140619255
2023-02-26,0.0009923948569735917
2023-02-27,0.0009203236603379157
2023-02-28,0.0009072384859997603
2023-03-01,0.000942238475931851
2023-03-02,0.0009764599997869063
2023-03-03,0.000873350093474778
2023-03-04,0.0008746943945477474
2023-03-05,0.0008760386956207164
2023-03-06,0.0008662713219139218
2023-03-07,0.0009678042306678482
2023-03-08,0.0009792200025329897
2023-03-09,0.001070870179406457
2023-03-10,0.0011904884625920853
2023-03-11,0.0011918490153104496
2023-03-12,0.0011932095680288143
2023-03-13,0.0014397180271354117
2023-03-14,0.0012858060067465096
2023-03-15,0.0015572920227710774
2023-03-16,0.0014922895148392883
2023-03-17,0.0016837010464626728
2023-03-18,0.0016846899327605238
2023-03-19,0.0016856788190583746
2023-03-20,0.0015634421230326238
2023-03-21,0.0012230471417371902
2023-03-22,0.001322091088345936
2023-03-23,0.0014750170802350455
2023-03-24,0.0015420418783857778
2023-03-25,0.001543128516042804
2023-03-26,0.0015442151536998296
2023-03-27,0.0014901662842264863
2023-03-28,0.0014275120697844479
2023-03-29,0.0013103095806876516
2023-03-30,0.0012399808381473722
2023-03-31,0.0011540957406659452
2023-04-01,0.0011552228731360292
2023-04-02,0.0011563500056061115
2023-04-03,0.0011956524491866611
2023-04-04,0.0011557673367627573
2023-04-05,0.0011999003995062543
2023-04-06,0.0011698622976101091
2023-04-07,0.0011712877687356823
2023-04-08,0.0011727132398612551
2023-04-09,0.001174138710986828
2023-04-10,0.0011842214102040561
2023-04-11,0.0010660057928055001
2023-04-12,0.0010724262163506167
2023-04-13,0.001009081482192596
2023-04-14,0.0009503913433906632
2023-04-15,0.0009519796351957085
2023-04-16,0.0009535679270007537
2023-04-17,0.001109097923402406
2023-04-18,0.0010949356226398008
2023-04-19,0.0011318523674927056
2023-04-20,0.0012453105350660413
2023-04-21,0.001229580686955588
2023-04-22,0.0012313506197567797
2023-04-23,0.001233120552557971
2023-04-24,0.0012229387727752637
2023-04-25,0.0014542589105724932
2023-04-26,0.0014202023987246802
2023-04-27,0.0012934432831798641
2023-04-28,0.0013681282263411998
2023-04-29,0.0013695792378542009
2023-04-30,0.0013710302493672027
2023-05-01,0.0014096696973965824
2023-05-02,0.0014503517889160708
2023-05-03,0.0014727557823530088
2023-05-04,0.0015464153482027021
2023-05-05,0.0013249178922315678
2023-05-06,0.001326664053846373
2023-05-07,0.0013284102154611788
2023-05-08,0.001358968163614492
2023-05-09,0.0013541690946448958
2023-05-10,0.001415879468839163
2023-05-11,0.0014540597869385978
2023-05-12,0.0014847046387330971
2023-05-13,0.001486409212836149
2023-05-14,0.001488113786939201
2023-05-15,0.0014468784873955289
2023-05-16,0.001497423123108423
2023-05-17,0.0014084201850178418
2023-05-18,0.0013807434363846752
2023-05-19,0.0013217678647376874
2023-05-20,0.0013234079043490366
2023-05-21,0.0013250479439603866
2023-05-22,0.0013070647755675825
2023-05-23,0.0013719656198039644
2023-05-24,0.0014802640149933852
2023-05-25,0.00144850821027513
2023-05-26,0.0014210278800487453
2023-05-27,0.0014225799716991805
2023-05-28,0.0014241320633496157
2023-05-29,0.001425684155000051
2023-05-30,0.0014902022734153532
2023-05-31,0.0016555437693713507
2023-06-01,0.001464666759364804
2023-06-02,0.001393310399846789
2023-06-03,0.001394883552936725
2023-06-04,0.0013964567060266602
2023-06-05,0.0014330405016226427
2023-06-06,0.0013720966356887943
2023-06-07,0.0013948474436121599
2023-06-08,0.0013646639657726401
2023-06-09,0.0014154745054886834
2023-06-10,0.0014169254091738457
2023-06-11,0.0014183763128590068
2023-06-12,0.0013844687899193324
2023-06-13,0.0013856429273810997
2023-06-14,0.00130875886372571
2023-06-15,0.0013053661237355223
2023-06-16,0.0012844029866408858
2023-06-17,0.0012861076804301427
2023-06-18,0.0012878123742193987
2023-06-19,0.0012895170680086551
2023-06-20,0.0012914067196556564
2023-06-21,0.0012410732206312863
2023-06-22,0.0012998707158094263
2023-06-23,0.0013499408514447662
2023-06-24,0.001351886640479865
2023-06-25,0.001353832429514964
2023-06-26,0.001366806355147293
2023-06-27,0.0012663124922250115
2023-06-28,0.0012915622680421484
2023-06-29,0.0012064232097279393
2023-06-30,0.0011323144181565373
2023-07-01,0.0011344555911067043
2023-07-02,0.0011365967640568709
2023-07-03,0.0010773060410174343
2023-07-04,0.001079466380489746
2023-07-05,0.0012329335101491901
2023-07-06,0.0013918322582620263
2023-07-07,0.0012391000089018705
2023-07-08,0.0012412910916812284
2023-07-09,0.0012434821744605863
2023-07-10,0.0012456732572399438
